redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
258,"Daggett Community 	Services Dist.","Joe Morris , Fire Chief","P.O. Box 308 Daggett CA 92327","P.O. Box 308",Daggett,CA,92327,"(760) 254- 2415","(760) 254- 2415",,,,,DAG,Volunteer,"San Bernardino",36080,"Feb 2019"
259,"Daly City Fire Dept. (North County Fire Authority)","Ron Myers , Fire Chief","10 Wembley Drive Daly City CA 94015","10 Wembley Drive","Daly City",CA,94015,"(650) 991- 8138","(650) 991- 8090",,rmyers@northcountyfire.org,www.northcountyfire.org,"www.ci.daly -city.ca.us",DAL,Paid,"San Mateo",41035,"Feb 2019"
260,"Davis Creek Volunteer Fire Dept.","John Leslie , Fire Chief","P.O. Box 37 Davis  Creek A 96108","P.O. Box 37","Davis  Creek",A,96108,"(530) 233- 5521",no_fax,,,,,DAV,Volunteer,Modoc,25030,"Feb 2019"
261,"Davis Fire Dept.","Daryl C. Arbuthnott , Fire Chief","530 5th Street Davis CA 95616","530 5th Street",Davis,CA,95616,"(530) 757- 5684","(530) 757- 5685",fireweb@cityofdavis.org,darbuthnott@cityofdavis.org,http://fire.cityofdavis.org,www.cityofdavis.org,DVS,Paid,Yolo,57025,"Feb 2019"
262,"De Luz Volunteer Fire Dept.","Michael Manchor , Fire Chief","40020 Cathy Drive Fallbrook CA 92028","40020 Cathy Drive",Fallbrook,CA,92028,"(760) 728- 3300","(760) 723- 8972",,mike@deluzvfd.org,www.deluzvfd.org,,,Volunteer,"San Diego",37052,"Feb 2019"
263,"Deer Park Volunteer Fire Dept.","Rod Sterling , Fire Chief","P.O. Box 35 Deer Park CA 94576","P.O. Box 35","Deer Park",CA,94576,"(707) 963- 7677",no_fax,,chief21_dpfd@yahoo.com,,,,Volunteer,Napa,28905,"Feb 2019"
264,"Deer Springs Fire Protection Dist.","Alan Black , Fire Chief","8709 Circle R Drive Escondido A 92026","8709 Circle R Drive",Escondido,A,92026,"(760) 749- 8001","(760) 749- 6572",,,,,DSF,Paid,"San Diego",37148,"Feb 2019"
265,"Defense Logistics Agency 	- San Joaquin County","Arnold Dail , Fire Chief","P.O. Box 960001 Stockton CA 95296","P.O. Box 960001",Stockton,CA,95296,"(209) 982- 2674","(209) 982- 2680",,arnold.dail@dia.mil,,,DLA,Paid,"San Joaquin",39800,"Feb 2019"
266,"Del Mar Fire Dept.","Mark Muir , Fire Chief","1050 Camino Del Mar Del Mar CA 92014","1050 Camino Del Mar","Del Mar",CA,92014,"(760) 633- 2800","(760) 633- 2818",firedept@delmar.ca.us,mmuir@cityofencinitas.org,www.delmar.ca.us/Government/dept/Pages/Fire.aspx,www.delmar.ca.us,DMR,Paid,"San Diego",37050,"Feb 2019"
267,"Delta Fire Protection Dist.","Frank Livingston , Fire Chief","350 Main Street Rio Vista CA 94571","350 Main Street","Rio Vista",CA,94571,"(707) 374- 2233","(707) 374- 6324","riovistafire@ci.rio -vista.ca.us","flivingston@ci.rio -vista.ca.us",,,DLT,"Mostly Volunteer",Sacramento,34130,"Feb 2019"
268,"Delta Fire Protection Dist.","Steve Guerrero , Acting Fire Chief","1810 E. Hazelton Ave. Stockton CA 95205","1810 E. Hazelton Ave.",Stockton,CA,95205,"(209) 468- 3120","(209) 468- 3163",,,,,DFD,"Mostly Volunteer","San Joaquin",39023,"Feb 2019"
269,"Denair Fire Protection Dist.","Karl Curnow , Fire Chief","P.O. Box 262 Denair CA 95316","P.O. Box 262",Denair,CA,95316,"(209) 632- 5032","(209) 632- 1488",,Denairchief1@aol,,,DEN,Volunteer,Stanislaus,50015,"Feb 2019"
270,"Deuel Vocational Instituti	on","Gary Stephens , Fire Chief","P.O. Box 400 Tracy CA 95378","P.O. Box 400",Tracy,CA,95378,"(209) 830- 3840","(209) 830- 3916",,gary.stephans@cdcr.ca.gov,,,TDV,Paid,"San Joaquin",39410,"Feb 2019"
271,"Diablo Canyon Fire Dept.","Chris Paris , Fire Chief","MC: 104/5/43, P.O. Box 56 Avila Beach CA 93424","MC: 104/5/43, P.O. Box 56","Avila Beach",CA,93424,no_office,no_fax,,,,,,Paid,"San Luis  Obispo",40026,"Feb 2019"
272,"Diamond Springs	-El Dorado Fire Protection Dist.","Robert Combs , Fire Chief","P.O. Box 741 Diamond Springs CA 95619","P.O. Box 741","Diamond Springs",CA,95619,"(530) 623- 3190","(530) 626- 3188",,rcombs@diamondfire.org,,,DSP,"Mostly Volunteer","El Dorado",09005,"Feb 2019"
273,"Dinuba Fire Dept.","Chad Thompson,  Fire Chief","420 E. Tulare Street Dinuba CA 93618","420 E. Tulare Street",Dinuba,CA,93618,"(559) 591- 5931","(559) 591- 5934",,cthompson@dinuba.ca.gov,www.dinuba.org/fire.html,www.dinuba.org,DIN,"Mostly Volunteer",Tulare,54010,"Feb 2019"
274,"Dixon Fire Dept.","Aaron McAlister , Fire Chief","205 Ford Way Dixon CA 95620","205 Ford Way",Dixon,CA,95620,"(707) 678- 7060","(707) 678- 4251",,AMcAlister@ci.dixon.ca.us,www.ci.dixon.ca.us/index.aspx?nid=200,www.ci.dixon.ca.us,DIX,"Mostly Paid",Solano,48015,"Feb 2019"
275,"DNC Yosemite Security and Fire","Kelly Martin , Chief of Security & Fire","PO Box 577 Yosemite Nat&#39;l Pk CA 95389","PO Box 577","Yosemite Nat&#39;l Pk",CA,95389,"(209) 372- 0325","(209) 372- 8460",yosesfls@dncinc.com,kelly_martin@nps.gov,www.yosemitepark.com/firerity,www.yosemitepark.com,YPC,"Mostly Volunteer",Mariposa,22080,"Feb 2019"
276,"Dobbins	-Oregon House Fire Protection Dist.","Michael Butler, Fire Chief","P.O. Box 164 Oregon House CA 95962","P.O. Box 164","Oregon House",CA,95962,no_office,"(530) 692- 1600",,mcblobo60@aol.com,,,DOF,Volunteer,Yuba,58003,"Feb 2019"
277,"Donovan Correctional Facility Fire Dept.","Dorothy Satterfield , Fire  Chief","480 Alta Road San Diego CA 92179","480 Alta Road","San Diego",CA,92179,"(619) 661- 7855","(619) 661- 6357",,,,,DCF,Paid,"San Diego",37410,"Feb 2019"
278,"Dorris Fire Dept.","Gene Hurst , Fire Chief","P.O. Box 786 Dorris CA 96023","P.O. Box 786",Dorris,CA,96023,"(530) 397- 2121",no_fax,dvfd@cot.net,ghurst@cot.net,,,DOR,"Mostly Volunteer",Siskiyou,47005,"Feb 2019"
279,"Dos 	Palos Volunteer Fire Dept.","Dewayne Jones , Fire Chief","1540 Golden Gate Ave. Dos Palos CA 93620","1540 Golden Gate Ave.","Dos Palos",CA,93620,"(209) 392- 2081","(209) 392- 2801",,djones@dospalos.org,,,DOS,"Mostly Volunteer",Merced,24010,"Feb 2019"
280,"Douglas City Fire Dept.","Mark Stuart , Fire Chief","P.O. Box 10 Douglas City CA 96024","P.O. Box 10","Douglas City",CA,96024,"(530) 623- 5110","(530) 623- 9420",,stuart@snowcrest.net,,,DOU,Volunteer,Trinity,53001,"Feb 2019"
281,"Dow Chemical Company Fire Dept.","Justin Smith , Fire Chief","901 Loveridge Rd. Pittsburg CA 94565","901 Loveridge Rd.",Pittsburg,CA,94565,"(925) 432- 5042","(925) 432- 5997",,jlsmith2@dow.com,,,DOW,Paid,"Contra Costa",07125,"Feb 2019"
282,"Downey Fire Dept.","Mark Gillaspie , Fire Chief   11111 Brookshire Ave., Caller 7016","901 Loveridge Rd. Pittsburg CA 94565","901 Loveridge Rd.",Pittsburg,CA,94565,"(562) 904- 7344","(562) 923- 6388",www.downeyca.org/gov/fire/default.asp,www.downeyca.org,"DNY   Personnel:  Paid","Los Angeles    Fire Dept. ID: 19055",DOW,Paid,ERROR,ERROR,"Feb 2019"
283,"Downriver Volunteer Fire Company","Martin Dooly , Fire Chief","P.O. Box 608 Big Bar A 96010","P.O. Box 608","Big Bar",A,96010,"(530) 623- 5131","(530) 623- 6123",downriverfire@gmail.com,,,,DRV,Volunteer,Trinity,53002,"Feb 2019"
284,"Doyle Fire Protection Dist.","James Day , Fire Chief","P.O.  Box 189 Doyle CA 96109","P.O.  Box 189",Doyle,CA,96109,"(530) 827- 2681","(530) 827- 2681",,,,,DOY,Volunteer,Lassen,18015,"Feb 2019"
285,"Dry Creek Rancheria Fire Dept.","Craig Lowe , Fire  Chief","P.O. Box 607 Geyserville CA 95441","P.O. Box 607",Geyserville,CA,95441,"(707) 431- 4090","(707) 431- 4090",loril@drycreekrancheria.com,,"http://drycreekrancheria.com/dcr -fire -dept/",,DCB,Paid,Sonoma,49046,"Feb 2019"
286,"Dry Creek Volunteer Fire Protection Dist.","Max Dodge , Fire Chief","8350 Cook Riolo Road Roseville CA 95747","8350 Cook Riolo Road",Roseville,CA,95747,"(916) 771- 0107","(916) 771- 3194",,,,,DCR,Volunteer,Placer,31090,"Feb 2019"
287,"Dul	zura	-Barrett Volunteer Fire Company","Lee Maggofin , Fire Chief","1135 Community Builiding Road Dulzura CA 91917","1135 Community Builiding Road",Dulzura,CA,91917,"(619) 468- 3256","(619) 468- 3431",,,,,DBV,Volunteer,"San Diego",37058,"Feb 2019"
288,"Dunnigan Fire Protection Dist.","Tim Doherty , Fire Chief","P.O. Box 213 Dunnigan A 95937","P.O. Box 213",Dunnigan,A,95937,"(530) 724- 3515",no_fax,,,,,DNN,Volunteer,Yolo,57040,"Feb 2019"
289,"Dunsmuir Fire Dept.","Dan Padilla,  Fire Chief","P.O. Box 196 Dunsmuir CA 96025","P.O. Box 196",Dunsmuir,CA,96025,"(530) 235- 2551","(530) 235- 0617",dunsmuir.fire@sbcglobal.net,daniel.padilla@sbcglobal.net,home.inreach.com/dunsmrfd,http://ci.dunsmuir.ca.us/n/cod/,DUN,Volunteer,Siskiyou,47010,"Feb 2019"
290,"Eagleville Fire Protect	ion Dist.","Robert Staton , Fire Chief","P.O. Box 15 Eagleville CA 96110","P.O. Box 15",Eagleville,CA,96110,"(530) 279- 2203",no_fax,,,,,EAG,Volunteer,Modoc,25035,"Feb 2019"
291,"East Bay 	Regional Park Dist.","Dan McCormick , Fire Chief","17930 Lake Chabot Road Castro Valley CA 94546","17930 Lake Chabot Road","Castro Valley",CA,94546,"(510) 690- 5501","(510) 881- 4942",,dmccormick@ebparks.org,www.ebparks.org/about/fire,www.ebparks.org,EBY,Paid,Alameda,01080,"Feb 2019"
292,"East Contra Costa Co. Fire Protection Dist.","Brian Helmick , Fire Chief","134 Oak Street Brentwood CA 94513","134 Oak Street",Brentwood,CA,94513,"(925) 634- 3400","(925) 634- 1423",,bhelmick@eccfpd.org,www.eccfpd.org,,CCE,"Mostly Paid","Contra Costa",07015,"Feb 2019"
293,"East Nicolaus Fire Dept.","Rich Herrington , Fire Chief","1988 Nicolaus Ave. Nicolaus CA 95659","1988 Nicolaus Ave.",Nicolaus,CA,95659,"(530) 656- 2261","(530) 656- 1633",,,,,NCL,Volunteer,Sutter,51035,"Feb 2019"
294,"Eastern Plum	as Rural Fire Protection Dist.","Thomas Tobener , Fire Chief","151 Delleker Road Portola CA 96122","151 Delleker Road",Portola,CA,96122,"(530) 832- 5626","(530) 832- 5626",,chieftom@psln.com,,,EPR,Volunteer,Plumas,32075,"Feb 2019"
295,"Eastvale Fire Dept.","John Hawkins , Fire Chief","210 W. San Jacinto Ave. Perris CA 92570","210 W. San Jacinto Ave.",Perris,CA,92570,no_office,no_fax,,,,,EVL,Paid,Riverside,33034,"Feb 2019"
296,"Ebbetts Pass Fire Protection Dist.","Mike Johnson , Fire Chief","P.O. Box 66 Arnold CA 95223","P.O. Box 66",Arnold,CA,95223,"(209) 795- 1646","(209) 795- 3460",epfd@epfd.org,firechief@epfd.org,www.epfd.org,,EBB,"Mostly Paid",Calaveras,05015,"Feb 2019"
297,"Edwards AFB Fire Protection Division","Joe Ybarra , Fire Chief","225 N. Rosamond Blvd. Edwards CA 93524","225 N. Rosamond Blvd.",Edwards,CA,93524,"(661) 277- 3123","(661) 277- 4907",,joe.ybarra@edwards.af.mil,,"www.edwards.af.mil/index -static.html",FPB,Paid,Kern,15830,"Feb 2019"
298,"El Cajon Fire 	Dept.","Steve Swaney , Fire Chief","100 E. Lexington Ave. El Cajon CA 92020","100 E. Lexington Ave.","El Cajon",CA,92020,"(619) 441- 1600","(619) 441- 1648",,sswaney@heartlandfire.net,www.heartlandfire.org,www.cityofelcajon.us,ELC,Paid,"San Diego",37055,"Feb 2019"
299,"El Centro Fire Dept.","Ken Herbert , Fire Chief","1910 N Waterman Ave El Centro CA 92243","1910 N Waterman Ave","El Centro",CA,92243,"(760) 337- 4530","(760) 337- 4539",,fherbert@ecfd.org,www.ecfd.org,www.cityofelcentro.org,ECN,Paid,Imperial,13020,"Feb 2019"
300,"El Cerrito Fire Dept.","Lance Maples , Fire Chief","10900 San Pablo Ave. El Cerrito CA 94530","10900 San Pablo Ave.","El Cerrito",CA,94530,"(510) 215- 4450","(510) 232- 4917","fi re@ci.el -cerrito.ca.us","lmaples@ci.el- cerrito.ca.us","http://www.el -cerrito.org/fire","www.ci.el -cerrito.ca.us",ECR,Paid,"Contra Costa",07040,"Feb 2019"
301,"El Dorado County Fire 	Protection Dist.","Bruce Lacher , Fire Chief","P.O. Box 807 Camino CA 95709","P.O. Box 807",Camino,CA,95709,"(530) 644- 9630","(530) 644- 9636",,lacherb@eldoradocountyfire.com,www.eldoradocountyfire.com,,EDC,"Mostly Paid","El Dorado",09012,"Feb 2019"
302,"El Dorado Hills Fire Dept.","Maurice Johnson , Fire Chief","1050 Wilson Blvd. El Dorado Hills CA 95762","1050 Wilson Blvd.","El Dorado Hills",CA,95762,"(916) 933- 6623","(916) 933- 5983",ssanders@edhfire.com,mjohnson@edhfire.com,www.edhfire.com,,EDH,"Mostly Paid","El Dorado",09015,"Feb 2019"
303,"El Medio Fire Protection Dist.","Rusty Ohlhausen,  Fire Chief","3515 Myers Street Oroville CA 95966","3515 Myers Street",Oroville,CA,95966,"(530) 533- 4484","(530) 533- 9606",emfdfire@sbcglobal.net,emfdfire@sbcglobal.net,,,EMD,"Mostly Volunteer",Butte,04025,"Feb 2019"
304,"El Segundo Fire Dept.","Kevin Smith , Fire Chief","314 Main Street El Segundo CA 90245","314 Main Street","El Segundo",CA,90245,"(310) 524- 2395","(310) 414- 0929",,Ksmith@elsegundo.org,www.elsegundo.org/depts/fire,www.elsegundo.org,ELS,Paid,"Los Angeles",19065,"Feb 2019"
305,"Eldridge Fire Dept.","Tom Garrison , Acting Fire Chief","P.O. Box 1493 Eldridge CA 95431","P.O. Box 1493",Eldridge,CA,95431,no_office,"(707) 938- 6924",,tom.garrison@sonoma.dds.ca.gov,,,SDC,"Mostly Volunteer",Sonoma,49490,"Feb 2019"
306,"Elfin Forest/Harmony Grove Fire Dept.","Frank Twohy , Fire Chief","20223 Elfin Forest Road Escondido A 92029","20223 Elfin Forest Road",Escondido,A,92029,"(760) 744- 2186","(760) 744- 2186","effd@eff -fire.org","ftwohy@eff -fire.org",www.elfinforestfire.org,,EFF,"Mo Stly Volunteer","San Diego",37057,"Feb 2019"
307,"Elk Creek Fire Protection Dist.","Craig Dado , Fire Chief","P.O. Box 112 Elk Creek CA 95939","P.O. Box 112","Elk Creek",CA,95939,"(530) 968- 5306",no_fax,,,,,ELK,Volunteer,Glenn,11020,"Feb 2019"
308,"Elk Volunteer Fire Dept.","Jeffery Roy , Fire Chief","P.O. Box 151 Elk CA 95432","P.O. Box 151",Elk,CA,95432,"(707) 877- 3444",no_fax,,,,,EKV,Volunteer,Mendocino,23025,"Feb 2019"
309,"Elkhorn Volunteer Fire Dept.","Richard Yeung , Fire Chief","19396 County Road 124 West Sacramento CA 95691","19396 County Road 124","West Sacramento",CA,95691,"(916) 371- 4541",no_fax,,,,,EHF,Volunteer,Yolo,57060,"Feb 2019"
310,"Emeryville Fire Dept.","Stephen Cutright , Fire Chief","2333 Powell Street Emeryville CA 94608","2333 Powell Street",Emeryville,CA,94608,"(510) 596- 3750","(510) 420- 1785",FIRE_DEPT@ci.emeryville.ca.us,scutright@ci.emeryville.ca.us,www.ci.emeryville.ca.us/fire,www.ci.emeryville.ca.us,EME,Paid,Alameda,01035,"Feb 2019"
311,"Encinitas Fire & Marine Safety","Mike Daigle , Fire Chief","505 S. Vulcan Ave. Encinitas CA 92024","505 S. Vulcan Ave.",Encinitas,CA,92024,no_office,"(760) 633- 2818",firesvcs@cityofencinitas.org,mdaigle@cityofencinitas.org,http://www.cityofencinitas.org/index.aspx?page=46,www.cityofencinitas.org,ENC,Paid,"San Diego",37065,"Feb 2019"
312,"Escalon Fire Protection Dist.","Rick Mello , Fire Chief","1749 Coley Ave. Escalon CA 95320","1749 Coley Ave.",Escalon,CA,95320,"(209) 838- 7500","(209) 838- 3296",,rickmello@sbcglobal.net,www.escalonfire.com,,ESL,"Mostly Volunteer","San Joaquin",39025,"Feb 2019"
313,"Escondido Fire Dept.","Michael Lowry, Fire Chief","201 N. Broadway Escondido A 92025","201 N. Broadway",Escondido,A,92025,"(760) 839- 5400",no_fax,,mlowry@escondido.org,www.ci.escondido.ca.us/fire,www.ci.escondido.ca.us,ESC,Paid,"San Diego",37070,"Feb 2019"
314,"Esparto Fire Protection Dist.","Barry Burns , Fire Chief","P.O. Box 366 Esparto CA 95627","P.O. Box 366",Esparto,CA,95627,"(530) 787- 3300","(530) 787- 4219",,,,,ESP,"Mostly Volunteer",Yolo,57045,"Feb 2019"
315,"Etna Fire Dept.","Larry Hicks , Fire Chief","P.O. Box 460 Etna CA 96027","P.O. Box 460",Etna,CA,96027,"(530) 467- 5256","(530) 467- 3217",etnafire@sisqtel.net,,,,ETN,Volunteer,Siskiyou,47020,"Feb 2019"
316,"Eureka Fire Dept.","Eric M. Smith , Fire Chief","533 C Street Eureka CA 95501","533 C Street",Eureka,CA,95501,"(707) 441- 4000","(707) 441- 4133",eurekafd@ci.eureka.ca.gov,esmith@ci.eureka.ca.gov,www.ci.eureka.ca.gov/depts/fire,www.eurekawebs.com/cityhall,EUR,Paid,Humboldt,12045,"Feb 2019"
317,"Exxon Mobil Fire Dept.","John Schibinger , Fire Chief","3700 West 190th Street Torrance CA 90504","3700 West 190th Street",Torrance,CA,90504,"(310) 212- 4700",no_fax,,,,,,,,,"Feb 2019"
318,"Fairfield Fire Dept.","Tony Velasquez , Fire Chief","1200 Kentucky Ave. Fairfield CA 94533","1200 Kentucky Ave.",Fairfield,CA,94533,no_office,"(707) 399- 0860",,tvelasquez@ci.fairfield.ca.us,http://www.fairfield.ca.gov/gov/depts/fire/default.asp,www.fairfield.ca.gov,FRF,"Mostly Paid",Solano,48025,"Feb 2019"
319,"Fall River Mills Fire Protection Dist.","Scott Gallion , Fire Chief","P.O. Box 396 Fall River Mills CA 96028","P.O. Box 396","Fall River Mills",CA,96028,"(530) 336- 6117","(530) 336- 6117",frfire@frontiernet.net,,,www.fallrivervalleycc.org,FAL,"Mostly Volunteer",Shasta,45040,"Feb 2019"
320,"Fallen Leaf Lake Com. Ser. Dist. Volunteer Fire Dept.","Chris Sauer , Fire Chief","P.O. Box 9415 South Lake Tahoe CA 96158","P.O. Box 9415","South Lake Tahoe",CA,96158,no_office,"(530) 542- 3870",fallenleaffire@yahoo.com,,,,FLL,"Mostly Volunteer","El Dorado",09017,"Feb 2019"
321,"Farmersville Fire Dept.","John Crivello , Fire Chief","909  W. Visalia Road Farmersville CA 93223","909  W. Visalia Road",Farmersville,CA,93223,"(559) 747- 3963","(559) 747- 5310",ffdstation83@aol.com,,,,FMV,"Mostly Volunteer",Tulare,54005,"Feb 2019"
322,"Farmingt	on Rural Fire Protection Dist.","Conni Bailey , Fire Chief","P.O. Box 25 Farmington CA 95230","P.O. Box 25",Farmington,CA,95230,"(209) 886- 5321","(209) 886- 1031",,ffd@transbay.net,,,FAR,Volunteer,"San Joaquin",39030,"Feb 2019"
323,"Federal Fire 	- San Diego","Anderson Mary , Fire Chief","937 N Harbor Dr Box 74 San Diego CA 92132","937 N Harbor Dr Box 74","San Diego",CA,92132,"(619) 252- 4500","(619) 556- 7977",holly.bonzagni.ctr@navy.mil,mary.e.anderson1@navy.mil,,,FFD,Paid,"San Diego",37818,"Feb 2019"
324,"Felton Fire Protection Dist.","Ronald Rickabaugh , Fire Chief","131 Kirby Street Felton CA 95018","131 Kirby Street",Felton,CA,95018,"(831) 335- 4422","(831) 335- 2635",ffpd@pacbell.net,,www.feltonfire.com,,FEL,Volunteer,"Santa Cruz",44035,"Feb 2019"
325,"Ferndale Fire Protection Dist.","Dennis Del Biaggio , Fire Chief","P.O. Box 485 Ferndale CA 95536","P.O. Box 485",Ferndale,CA,95536,"(707) 786- 9909",no_fax,,delb@humboldt1.com,www.ferndalefire.org,"www.ferndale -ca -gov.org",FEN,Volunteer,Humboldt,12055,"Feb 2019"
326,"Fieldbrook Fire Dept.","Richard Grissom , Fire  Chief","4584 Fieldbrook Road McKinleyville CA 95519","4584 Fieldbrook Road",McKinleyville,CA,95519,"(707) 839- 1322","(707) 839- 8337",,rgrissom724@yahoo.com,,,FBR,Volunteer,Humboldt,12020,"Feb 2019"
327,"Fillmore Volunteer Fire Dept.","Vacant ,  Fire Chief","250 Central Ave. Fillmore CA 93015","250 Central Ave.",Fillmore,CA,93015,"(805) 524- 1500","(805) 524- 5707",,pegedi@ci.fillmore.ca.us,www.fillmorefire.com,www.fillmoreca.com,FLM,Volunteer,Ventura,56005,"Feb 2019"
328,"Firebaugh City Fire Dept.","John Borboa , Fire Chief","1575  - 11th Street Firebaugh CA 93622","1575  - 11th Street",Firebaugh,CA,93622,"(559) 659- 2061","(559) 659- 4242",firebaughfire@earthlink.net,firechief@ci.firebaugh.ca.us,www.firebaughfire.com,,FRB,"Mostly Volunteer",Fresno,10020,"Feb 2019"
329,"Five Cities 	Fire Authority","Stephen Lieberman , Fire Chief","140 Traffic Way Arroyo Grande CA 93420","140 Traffic Way","Arroyo Grande",CA,93420,"(805) 473- 5490","(805) 489- 0348",malaniz@firecitiesfire.org,slieberman@fivecitiesfire.org,www.fivecitiesfireauthority.org,,FIV,Paid,"San Luis Obispo",40027,"Feb 2019"
330,"Folsom City Fire Dept.","Ron Phillips , Fire Chief","535 Glenn Drive Folsom CA 95630","535 Glenn Drive",Folsom,CA,95630,"(916) 984- 2280",no_fax,folsomfire@folsom.ca.us,rphillips@folsom.ca.us,www.folsom.ca.us/depts/fire,www.folsom.ca.us,FOL,Paid,Sacramento,34035,"Feb 2019"
331,"Folsom State Prison Fire D	ept.","Steve Mackey,  Fire Chief","P.O. Box 300 Represa CA - 5071","P.O. Box 300",Represa,CA,"- 5071","(916) 351- 3033","(916) 351- 3040",,steve.mackey@cdcr.ca.gov,,,FPF,Paid,Sacramento,33410,"Feb 2019"
332,"Fontana FPD","John Salvate , Fire Chief","P.O. Box 1040 Fontana CA 92335","P.O. Box 1040",Fontana,CA,92335,"(909) 350- 0145","(909) 829- 4618",,jsalvate@fontana.org,www.fontana.org/index.aspx?nid=634,www.fontana.org,,,"San Bernardino",36094,"Feb 2019"
333,"Foothill Volunteer Fire Dept.","Rick Cunnningham , Fire Chief","P.O. Box 332 Brownsville CA 95919","P.O. Box 332",Brownsville,CA,95919,no_office,"(530) 675- 0843",,rcunningham@soperwheeler.com,,,FTL,Volunteer,Yuba,58004,"Feb 2019"
334,"Foresthill Fire Protection Dist.","Kurt Snyder , Fire Chief","P.O. Box 1099 Foresthill CA 95631","P.O. Box 1099",Foresthill,CA,95631,"(530) 367- 2465","(530) 367- 3498",ldowling@foresthillfiredept.org,ksnyder@foresthillfiredept.org,www.foresthillfiredept.org,,FHF,"Mo Stly Paid",Placer,31040,"Feb 2019"
335,"Forestville Fire Protection Dist.","Dan Northern , Fire Chief","P.O. Box 427 Forestville CA 95436","P.O. Box 427",Forestville,CA,95436,"(707) 887- 2212","(707) 887- 1862",,chief5100@aol.com,,,FRV,"Mostly Volunteer",Sonoma,49050,"Feb 2019"
336,"Fort Bragg Fire Dept.","Steve Orsi , Fire Chief","141 N. Main Street Fort Bragg CA 95437","141 N. Main Street","Fort Bragg",CA,95437,"(707) 961- 2830","(707) 961- 2821",,,www.fortbraggfire.com,"ci.fort -bragg.ca.us",BRG,Volunteer,Mendocino,23030,"Feb 2019"
337,"Fort Dick Fire Protection Dist.","Randy Crawford , Fire Chief","P.O. Box 369 Fort Dick A - 0369","P.O. Box 369","Fort Dick",A,"- 0369","(707) 487- 8185",no_fax,fdfd81@aol.com,,,,FDK,Volunteer,"Del Norte",08015,"Feb 2019"
338,"Fort Hunter Ligget","Patrick Reid , Fire Chief","Building T -120 Jolon CA 93928","Building T -120",Jolon,CA,93928,"(731) 386- 2527","(831) 386- 3245",,"patrickreid@liggett -emh1.army.mil",,,,Paid,Monterey,27800,"Feb 2019"
339,"Fort Irwin Fire Dept.","Paul Lisenbee , Fire Chief","P.O.  Box 105057, Bldg., #6101 Fort Irwin CA 92310","P.O.  Box 105057, Bldg., #6101","Fort Irwin",CA,92310,"(760) 380- 5252","(760) 380- 2580",,glenn.p.lisenbee@iapws.com,,,SFD,Paid,"San Bernardino",36750,"Feb 2019"
