first,last,address,city,st,zip,paddress,pcity,pstate,pzip
DONNA,REED,PO Box 576,Courtland,CA,95615-0576,5030 36TH ST,SACRAMENTO,CA,95820
DONNA,REED,PO Box 576,Courtland,CA,95615-0576,7418 CARELLA DR,SACRAMENTO,CA,95822
DONNA,YOUNG,7739 Center Pkwy,Sacramento,CA,95823-4148,440 LAMPASAS AVE,SACRAMENTO,CA,95815
DONNA,YOUNG,7739 Center Pkwy,Sacramento,CA,95823-4148,7739 CENTER PKWY,SACRAMENTO,CA,95823
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,209 ARDEN WAY,SACRAMENTO,CA,95815
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,2662 RIO LINDA BLVD,SACRAMENTO,CA,95815
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,3049 CLAY ST,SACRAMENTO,CA,95815
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,3100 CLAY ST,SACRAMENTO,CA,95815
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,524 ELEANOR AVE,SACRAMENTO,CA,95815
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,612 SANTA ANA AVE,SACRAMENTO,CA,95838
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,817 HAGGIN AVE,SACRAMENTO,CA,95833
DOROTHY,BOUVIA,4989 Pasadena Ave,Sacramento,CA,95841-3451,969 ALAMOS AVE,SACRAMENTO,CA,95815
DOUBLE F MANAGEMENT GROUP LLC,,5071 Eagleton Way,Granite Bay,CA,95746-6306,131 ARCADE BLVD,SACRAMENTO,CA,95815
DOUBLE F MANAGEMENT GROUP LLC,,5071 Eagleton Way,Granite Bay,CA,95746-6306,14 ASHLEY OAKS CT,SACRAMENTO,CA,95815
DOUBLE F MANAGEMENT GROUP LLC,,5071 Eagleton Way,Granite Bay,CA,95746-6306,4350 GREEN TREE DR,SACRAMENTO,CA,95823
DOUBLE F MANAGEMENT GROUP LLC,,5071 Eagleton Way,Granite Bay,CA,95746-6306,4351 PENWITH WAY,NORTH HIGHLANDS,CA,95660
DOUBLE F MANAGEMENT GROUP LLC,,5071 Eagleton Way,Granite Bay,CA,95746-6306,6024 GEORGIA DR,NORTH HIGHLANDS,CA,95660
DOUGLAS,LEUNG,5940 Trajan Dr,Fair Oaks,CA,95628-2636,4515 ROOSEVELT AVE,SACRAMENTO,CA,95820
DOUGLAS,LEUNG,5940 Trajan Dr,Fair Oaks,CA,95628-2636,4900 44TH ST,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,2182 KIRK WAY,SACRAMENTO,CA,95822
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,2215 BURNEY WAY,SACRAMENTO,CA,95821
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,2515 ALTOS AVE,SACRAMENTO,CA,95815
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,2518 MEADOW WOOD CIR,SACRAMENTO,CA,95822
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,2725 CLAY ST,SACRAMENTO,CA,95815
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,3605 PINELL ST,SACRAMENTO,CA,95838
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,3708 46TH AVE,SACRAMENTO,CA,95824
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4005 42ND ST,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4237 WINTERS ST,SACRAMENTO,CA,95838
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4421 PARKER AVE,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4808 BAKER AVE,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4824 ORTEGA ST,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,4881 44TH ST,SACRAMENTO,CA,95820
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,5031 HARRISON ST,NORTH HIGHLANDS,CA,95660
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,509 GRAND AVE,SACRAMENTO,CA,95838
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,5717 50TH AVE,SACRAMENTO,CA,95823
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,6310 40TH AVE,SACRAMENTO,CA,95824
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,6560 HITCHCOCK WAY,SACRAMENTO,CA,95823
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,7039 LAWNWOOD DR,SACRAMENTO,CA,95828
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,7109 CHANDLER DR,SACRAMENTO,CA,95828
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,7649 MEADOWSTONE DR,SACRAMENTO,CA,95823
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,7909 EAST PKWY,SACRAMENTO,CA,95823
DUANE,LYONS,8985 Vista De Lago Ct,Granite Bay,CA,95746-5820,7931 CENTER PKWY,SACRAMENTO,CA,95823
DUBLINVEST LLC,,3180 Bellerive Ln,Dublin,CA,94568-7468,2941 CLAY ST,SACRAMENTO,CA,95815
DUBLINVEST LLC,,3180 Bellerive Ln,Dublin,CA,94568-7468,5816 MENDOCINO BLVD,SACRAMENTO,CA,95824
DUC,HONG,100 White Ash Ave,Sicklerville,NJ,08081-3431,5615 MANMAR WAY,SACRAMENTO,CA,95823
DUC,HONG,100 White Ash Ave,Sicklerville,NJ,08081-3431,7701 37TH AVE,SACRAMENTO,CA,95824
DUC,DUONG,PO Box 612712,San Jose,CA,95161-2712,3782 ROBINRIDGE WAY,SACRAMENTO,CA,95823
DUC,DUONG,PO Box 612712,San Jose,CA,95161-2712,4824 HINCHMAN WAY,SACRAMENTO,CA,95823
DUNG,TRINH,6745 50th St,Sacramento,CA,95823-1305,5261 NORTH PKWY,SACRAMENTO,CA,95823
DUNG,TRINH,6745 50th St,Sacramento,CA,95823-1305,6745 50TH ST,SACRAMENTO,CA,95823
DUNN FAMILY TRUST,,3320 White Oak Ct,Sacramento,CA,95864-5735,1604 ELDRIDGE AVE,SACRAMENTO,CA,95815
DUNN FAMILY TRUST,,3320 White Oak Ct,Sacramento,CA,95864-5735,2004 BOWLING GREEN DR,SACRAMENTO,CA,95825
DUNN FAMILY TRUST,,3320 White Oak Ct,Sacramento,CA,95864-5735,2455 KNOLL ST,SACRAMENTO,CA,95815
DUNN FAMILY TRUST,,3320 White Oak Ct,Sacramento,CA,95864-5735,3321 WRIGHT ST,SACRAMENTO,CA,95821
DUONG FAMILY TRUST,,5921 Corrin Way,Elk Grove,CA,95757-1618,12 DEL LUNA CT,SACRAMENTO,CA,95822
DUONG FAMILY TRUST,,5921 Corrin Way,Elk Grove,CA,95757-1618,7933 WHISPER WOOD WAY,SACRAMENTO,CA,95823
DUSTIN,SOU,PO Box 293348,Sacramento,CA,95829-3348,4221 40TH ST,SACRAMENTO,CA,95820
DUSTIN,SOU,PO Box 293348,Sacramento,CA,95829-3348,4520 MASONRY WAY,SACRAMENTO,CA,95823
DVP LP,,PO Box 841,Visalia,CA,93279-0841,421 GRAND AVE,SACRAMENTO,CA,95838
DVP LP,,PO Box 841,Visalia,CA,93279-0841,427 SEXTANT WAY,SACRAMENTO,CA,95838
E,CHAD,11140 Meadow Brook Dr,Auburn,CA,95602-9267,5930 FRANKLIN BLVD,SACRAMENTO,CA,95824
E,CHAD,11140 Meadow Brook Dr,Auburn,CA,95602-9267,5958 FRANKLIN BLVD,SACRAMENTO,CA,95824
EAST PROP LLC,,PO Box 752,Millbrae,CA,94030-0752,7724 35TH AVE,SACRAMENTO,CA,95824
EAST PROP LLC,,PO Box 752,Millbrae,CA,94030-0752,7812 36TH AVE,SACRAMENTO,CA,95824
EAST PROP LLC,,PO Box 752,Millbrae,CA,94030-0752,7868 BURLINGTON WAY,SACRAMENTO,CA,95832
EAST PROP LLC,,PO Box 752,Millbrae,CA,94030-0752,7904 ANN ARBOR WAY,SACRAMENTO,CA,95832
ECHOLS,SYLVESTER,3900 Cypress St,Sacramento,CA,95838-3411,3600 BRANCH ST,SACRAMENTO,CA,95838
ECHOLS,SYLVESTER,3900 Cypress St,Sacramento,CA,95838-3411,3920 PALMETTO ST,SACRAMENTO,CA,95838
EDALPIXI LLC,,9253 Herbon Way,Elk Grove,CA,95758-7108,3530 16TH AVE,SACRAMENTO,CA,95820
EDALPIXI LLC,,9253 Herbon Way,Elk Grove,CA,95758-7108,5060 BONNIEMAE WAY,SACRAMENTO,CA,95820
EDGAR,MARTINEZ,8577 Petunia Way,Elk Grove,CA,95624-3808,5560 79TH ST,SACRAMENTO,CA,95820
EDGAR,MARTINEZ,8577 Petunia Way,Elk Grove,CA,95624-3808,5934 LAURINE WAY,SACRAMENTO,CA,95824
EDGAR,MARTINEZ,8577 Petunia Way,Elk Grove,CA,95624-3808,7033 2ND PKWY,SACRAMENTO,CA,95823
EDGAR,RAMIREZ,7859 Burlington Way,Sacramento,CA,95832-1532,2327 68TH AVE,SACRAMENTO,CA,95822
EDGAR,RAMIREZ,7859 Burlington Way,Sacramento,CA,95832-1532,7859 BURLINGTON WAY,SACRAMENTO,CA,95832
EDGAR,RAMIREZ,7859 Burlington Way,Sacramento,CA,95832-1532,7860 CEDAR SPRINGS WAY,SACRAMENTO,CA,95832
EDGAR,RAMIREZ,7859 Burlington Way,Sacramento,CA,95832-1532,7945 DETROIT BLVD,SACRAMENTO,CA,95832
EDITH,ANICETE,9785 Egen Ct,Elk Grove,CA,95757-4017,5108 CAMINO ROYALE DR,SACRAMENTO,CA,95823
EDITH,ANICETE,9785 Egen Ct,Elk Grove,CA,95757-4017,71 GOODWIN CIR,SACRAMENTO,CA,95823
EDITH,ANICETE,9785 Egen Ct,Elk Grove,CA,95757-4017,8068 KINGSDALE WAY,SACRAMENTO,CA,95823
EDMISTON FAMILY TRUST,,3040 Bastone Ct,West Sacramento,CA,95691-5186,4823 62ND ST,SACRAMENTO,CA,95820
EDMISTON FAMILY TRUST,,3040 Bastone Ct,West Sacramento,CA,95691-5186,5310 ALCOTT DR,SACRAMENTO,CA,95820
EDMISTON FAMILY TRUST,,3040 Bastone Ct,West Sacramento,CA,95691-5186,5450 EMERSON RD,SACRAMENTO,CA,95820
EDMISTON FAMILY TRUST,,3040 Bastone Ct,West Sacramento,CA,95691-5186,5820 BELLEVIEW AVE,SACRAMENTO,CA,95824
EDWARD,EPSTEIN,1650 Sacramento St Apt 1,San Francisco,CA,94109-3750,1323 CANNON ST,SACRAMENTO,CA,95815
EDWARD,EPSTEIN,1650 Sacramento St Apt 1,San Francisco,CA,94109-3750,2840 BELDEN ST,SACRAMENTO,CA,95815
EDWARD,EPSTEIN,1650 Sacramento St Apt 1,San Francisco,CA,94109-3750,3808 SAN NOVADO WAY,NORTH HIGHLANDS,CA,95660
EDWARD,EPSTEIN,1650 Sacramento St Apt 1,San Francisco,CA,94109-3750,4225 8TH AVE,SACRAMENTO,CA,95817
EDWARD,CHANG,9649 Marynissen Way,Elk Grove,CA,95757-4616,5950 TANGERINE AVE,SACRAMENTO,CA,95823
EDWARD,CHANG,9649 Marynissen Way,Elk Grove,CA,95757-4616,61 AUDIA CIR,SACRAMENTO,CA,95823
EDWARD LIVING TRUST,,PO Box 208,Fair Oaks,CA,95628-0208,4510 BAUMGART WAY,SACRAMENTO,CA,95838
EDWARD LIVING TRUST,,PO Box 208,Fair Oaks,CA,95628-0208,4540 BAUMGART WAY,SACRAMENTO,CA,95838
EDWARD LIVING TRUST,,PO Box 208,Fair Oaks,CA,95628-0208,4548 BAUMGART WAY,SACRAMENTO,CA,95838
EILEEN,SALLY,14258 State Highway 160,Walnut Grove,CA,95690-9741,11846 WASHINGTON AVE,COURTLAND,CA,95615
EILEEN,SALLY,14258 State Highway 160,Walnut Grove,CA,95690-9741,11852 WASHINGTON AVE,COURTLAND,CA,95615
ELAINE,LAM,1804 Pacific Ave,San Leandro,CA,94577-3417,4110 DEERBROOK DR,SACRAMENTO,CA,95823
ELAINE,LAM,1804 Pacific Ave,San Leandro,CA,94577-3417,7029 ASTRON PKWY,SACRAMENTO,CA,95823
ELENA,APODACA,6946 Milbrook Way,Sacramento,CA,95823-1945,6932 BOWLING DR,SACRAMENTO,CA,95823
ELENA,APODACA,6946 Milbrook Way,Sacramento,CA,95823-1945,6946 MILBROOK WAY,SACRAMENTO,CA,95823
ELFEGO,GARCIA,515 Natalino Ct,Santa Rosa,CA,95401-5792,3332 21ST AVE,SACRAMENTO,CA,95820
ELFEGO,GARCIA,515 Natalino Ct,Santa Rosa,CA,95401-5792,379 BERTHOUD ST,SACRAMENTO,CA,95838
ELFEGO,GARCIA,515 Natalino Ct,Santa Rosa,CA,95401-5792,90 FAIRBANKS AVE,SACRAMENTO,CA,95838
ELOISA,ESPIRITU,4035 Shadybrook Ct,Granite Bay,CA,95746-8839,2101 MEADOWLARK LN,SACRAMENTO,CA,95821
ELOISA,ESPIRITU,4035 Shadybrook Ct,Granite Bay,CA,95746-8839,3017 PONDEROSA LN,SACRAMENTO,CA,95815
ELSIE,HORTON,5720 Manmar Way,Sacramento,CA,95823-1510,3835 34TH ST,SACRAMENTO,CA,95820
ELSIE,HORTON,5720 Manmar Way,Sacramento,CA,95823-1510,4320 48TH ST,SACRAMENTO,CA,95820
ELSIE,HORTON,5720 Manmar Way,Sacramento,CA,95823-1510,5720 MANMAR WAY,SACRAMENTO,CA,95823
ELVIA,LOPEZ,2408 49th Ave,Sacramento,CA,95822-3813,2571 ATLAS AVE,SACRAMENTO,CA,95820
ELVIA,LOPEZ,2408 49th Ave,Sacramento,CA,95822-3813,2640 23RD AVE,SACRAMENTO,CA,95820
EMILIA,LOPEZ,3212 T St,Sacramento,CA,95816-7034,3470 36TH ST,SACRAMENTO,CA,95817
EMILIA,LOPEZ,3212 T St,Sacramento,CA,95816-7034,3535 38TH ST,SACRAMENTO,CA,95817
EMILIA,LOPEZ,3212 T St,Sacramento,CA,95816-7034,4012 33RD ST,SACRAMENTO,CA,95820
EMJ NERI LLC,,4641 Underwood Way,Sacramento,CA,95823-1220,4641 UNDERWOOD WAY,SACRAMENTO,CA,95823
EMJ NERI LLC,,4641 Underwood Way,Sacramento,CA,95823-1220,6200 VISTA AVE,SACRAMENTO,CA,95824
ENTRUST GROUP INCORPORATED,,555 12th St Ste 1250,Oakland,CA,94607-4095,608 MOREY AVE,SACRAMENTO,CA,95838
ENTRUST GROUP INCORPORATED,,555 12th St Ste 1250,Oakland,CA,94607-4095,6130 MCLAREN AVE,SACRAMENTO,CA,95822
EQUITY TRUST COMPANY CDN,,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,4065 DEERBROOK DR,SACRAMENTO,CA,95823
EQUITY TRUST COMPANY CDN,,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,6203 STACY AVE,SACRAMENTO,CA,95823
EQUITY TRUST COMPANY CDN,,9658 Autumn Walk Pl,Elk Grove,CA,95757-8350,6302 STACY AVE,SACRAMENTO,CA,95823
ERIC,BROOKS,222 Daggett Ave,Vineyard Haven,MA,02568-6407,35 DECATHLON CIR,SACRAMENTO,CA,95823
ERIC,BROOKS,222 Daggett Ave,Vineyard Haven,MA,02568-6407,7941 DEER WATER DR,SACRAMENTO,CA,95823
ERIC,HA,6447 Firefly Dr,San Jose,CA,95120-3929,7921 CAMROSE WAY,SACRAMENTO,CA,95828
ERIC,HA,6447 Firefly Dr,San Jose,CA,95120-3929,8001 CAMROSE WAY,SACRAMENTO,CA,95828
ERIC,HA,6447 Firefly Dr,San Jose,CA,95120-3929,8020 SKANDER WAY,SACRAMENTO,CA,95828
ERIC,HA,6447 Firefly Dr,San Jose,CA,95120-3929,8021 HARTWICK WAY,SACRAMENTO,CA,95828
ERIC,JONES,5709 Monterey Way,Sacramento,CA,95822-3042,1148 CONGRESS AVE,SACRAMENTO,CA,95838
ERIC,JONES,5709 Monterey Way,Sacramento,CA,95822-3042,1428 LOS ROBLES BLVD,SACRAMENTO,CA,95838
ERIC,JONES,5709 Monterey Way,Sacramento,CA,95822-3042,1437 MCALLISTER AVE,SACRAMENTO,CA,95822
ERIC,JONES,5709 Monterey Way,Sacramento,CA,95822-3042,428 N B ST,SACRAMENTO,CA,95811
ERIC,PATZER,9566 Harvest View Way,Sacramento,CA,95827-3266,1615 ARMINGTON AVE,SACRAMENTO,CA,95832
ERIC A,SANCHEZ,3721 Haack Way,Elk Grove,CA,95758-4511,3440 SAN CARLOS WAY,SACRAMENTO,CA,95817
ERIC A,SANCHEZ,3721 Haack Way,Elk Grove,CA,95758-4511,3441 SAN CARLOS WAY,SACRAMENTO,CA,95817
ERICH,PATZER,9566 Harvest View Way,Sacramento,CA,95827-3266,4641 12TH AVE,SACRAMENTO,CA,95820
ERICH,PATZER,9566 Harvest View Way,Sacramento,CA,95827-3266,7435 29TH ST,SACRAMENTO,CA,95822
ERIK,STERN,PO Box 194651,San Francisco,CA,94119-4651,1900 LEFORD WAY,SACRAMENTO,CA,95832
ERIK,STERN,PO Box 194651,San Francisco,CA,94119-4651,239 PEACH LEAF WAY,SACRAMENTO,CA,95838
ERIK,STERN,PO Box 194651,San Francisco,CA,94119-4651,4111 ASTORIA ST,SACRAMENTO,CA,95838
ERIK,STERN,PO Box 194651,San Francisco,CA,94119-4651,4837 TAYLOR ST,SACRAMENTO,CA,95838
ERIK,STERN,PO Box 194651,San Francisco,CA,94119-4651,5081 EMERALD BROOK WAY,SACRAMENTO,CA,95838
ERNEST,RICHARDSON,7281 21st St,Sacramento,CA,95822-4644,4241 12TH AVE,SACRAMENTO,CA,95817
ERNEST,RICHARDSON,7281 21st St,Sacramento,CA,95822-4644,6615 75TH ST,SACRAMENTO,CA,95828
Ersilia Orsi 1996 Revocable Trust,,1137 Janey Way,Sacramento,CA,95819-4223,1137 Janey Way,Sacramento,CA,95819
Ersilia Orsi 1996 Revocable Trust,,1137 Janey Way,Sacramento,CA,95819-4223,6736 San Joaquin St,Sacramento,CA,95820
ESSOP,KHAN,1641 Frienza Ave,Sacramento,CA,95815-2707,2640 PRINCETON ST,SACRAMENTO,CA,95815
ESSOP,KHAN,1641 Frienza Ave,Sacramento,CA,95815-2707,2644 PRINCETON ST,SACRAMENTO,CA,95815
ESTELITO,NOLASCO,24 Monaghan Cir,Sacramento,CA,95823-5121,24 MONAGHAN CIR,SACRAMENTO,CA,95823
ESTELITO,NOLASCO,24 Monaghan Cir,Sacramento,CA,95823-5121,7921 PEDRICK ST,SACRAMENTO,CA,95823
ESTHER & GREGORIO GUTIERREZ 2005 FAMILY TRUST,,1314 F St,Sacramento,CA,95814-1510,2390 MARCONI AVE,SACRAMENTO,CA,95821
ESTHER & GREGORIO GUTIERREZ 2005 FAMILY TRUST,,1314 F St,Sacramento,CA,95814-1510,2606 NORBERT WAY,SACRAMENTO,CA,95833
EVA H,CHU,1252 16th Ave,San Francisco,CA,94122-2010,5 EBONY CT,SACRAMENTO,CA,95823
EVA H,CHU,1252 16th Ave,San Francisco,CA,94122-2010,7667 DAYA WAY,SACRAMENTO,CA,95828
EVARISTO,DELCID,8024 Bridgeburn Ct,Elk Grove,CA,95758-6601,3801 36TH ST,SACRAMENTO,CA,95820
EVARISTO,DEL CID,8024 Bridgeburn Ct,Elk Grove,CA,95758-6601,6124 LEOLA WAY,SACRAMENTO,CA,95824
EVELIA,VILLALOBOS,4441 Green Tree Dr,Sacramento,CA,95823-1933,3303 21ST AVE,SACRAMENTO,CA,95820
EVELIA,VILLALOBOS,4441 Green Tree Dr,Sacramento,CA,95823-1933,4441 GREEN TREE DR,SACRAMENTO,CA,95823
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,3855 SHINING STAR DR,SACRAMENTO,CA,95823
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,6912 SANDROCK WAY,SACRAMENTO,CA,95828
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,7100 5TH PKWY,SACRAMENTO,CA,95823
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,8270 HALBRITE WAY,SACRAMENTO,CA,95828
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,8309 HEMINGWAY DR,SACRAMENTO,CA,95828
EVERGREEN SF 88 LLC,,2173 17th Ave,San Francisco,CA,94116-1855,8588 DANRIDGE DR,SACRAMENTO,CA,95828
F,KOHN,8023 Sparrow Cove Pl,Sacramento,CA,95829-6577,312 SILVER EAGLE RD,SACRAMENTO,CA,95838
F,KOHN,8023 Sparrow Cove Pl,Sacramento,CA,95829-6577,6041 N HAVEN DR,NORTH HIGHLANDS,CA,95660
F,KOHN,8023 Sparrow Cove Pl,Sacramento,CA,95829-6577,7011 24TH ST,SACRAMENTO,CA,95822
F & L TRUST,,5157 Dory Way,Fair Oaks,CA,95628-3438,2541 ANNA WAY,SACRAMENTO,CA,95821
F & L TRUST,,5157 Dory Way,Fair Oaks,CA,95628-3438,3317 MARLENE DR,SACRAMENTO,CA,95821
FABIAN,CONTRERAS,3945 23rd Ave,Sacramento,CA,95820-4940,2340 KENWORTHY WAY,SACRAMENTO,CA,95832
FABIAN,CONTRERAS,3945 23rd Ave,Sacramento,CA,95820-4940,3945 23RD AVE,SACRAMENTO,CA,95820
"FAJEN,JEAN A FAMILY TRUST",,4816 F Pkwy,Sacramento,CA,95823-3138,1455 COOLBRITH ST,SACRAMENTO,CA,95822
"FAJEN,JEAN A FAMILY TRUST",,4816 F Pkwy,Sacramento,CA,95823-3138,7291 PALMER HOUSE DR,SACRAMENTO,CA,95828
"FAJEN,JEAN A FAMILY TRUST",,4816 F Pkwy,Sacramento,CA,95823-3138,7312 LAWNWOOD DR,SACRAMENTO,CA,95828
"FAJEN,JEAN A FAMILY TRUST",,4816 F Pkwy,Sacramento,CA,95823-3138,7544 COTTONTREE WAY,SACRAMENTO,CA,95828
FANNING FAMILY TRUST,,3204 Delwood Way,Sacramento,CA,95821-3943,2124 BELL ST,SACRAMENTO,CA,95825
FANNING FAMILY TRUST,,3204 Delwood Way,Sacramento,CA,95821-3943,2340 SANTA ANITA DR,SACRAMENTO,CA,95825
FAUTT FAMILY TRUST,,2500 48th Ave,Sacramento,CA,95822-3811,2500 48TH AVE,SACRAMENTO,CA,95822
FAUTT FAMILY TRUST,,2500 48th Ave,Sacramento,CA,95822-3811,2504 48TH AVE,SACRAMENTO,CA,95822
FAVORED PROPERTIES LLC,,PO Box 2267,Sacramento,CA,95812-2267,5210 SKY PKWY,SACRAMENTO,CA,95823
FAVORED PROPERTIES LLC,,PO Box 2267,Sacramento,CA,95812-2267,5445 48TH ST,SACRAMENTO,CA,95820
FAYE,XU,1358 Oak Knoll Dr,San Jose,CA,95129-4130,7920 BLACKHAWK DR,SACRAMENTO,CA,95828
FAYE,XU,1358 Oak Knoll Dr,San Jose,CA,95129-4130,8059 FRANKLIN BLVD,SACRAMENTO,CA,95823
FAYE,XU,1358 Oak Knoll Dr,San Jose,CA,95129-4130,8223 MOORHAVEN WAY,SACRAMENTO,CA,95828
FAYE,XU,1358 Oak Knoll Dr,San Jose,CA,95129-4130,8238 SCENIC HILLS WAY,SACRAMENTO,CA,95828
FBW PROPERTIES LLC,,8844 Britland Way,Fair Oaks,CA,95628-3902,5728 SAN ARDO WAY,NORTH HIGHLANDS,CA,95660
FBW PROPERTIES LLC,,8844 Britland Way,Fair Oaks,CA,95628-3902,5832 SAN ARDO WAY,NORTH HIGHLANDS,CA,95660
FEDERAL NATL MTG ASSN,,14221 Dallas Pkwy Ste 1000,Dallas,TX,75254-2946,2278 KENWORTHY WAY,SACRAMENTO,CA,95832
FEDERAL NATL MTG ASSN,,14221 Dallas Pkwy Ste 1000,Dallas,TX,75254-2946,448 TENAYA AVE,SACRAMENTO,CA,95833
FEDERAL NATL MTG ASSN,,14221 Dallas Pkwy Ste 1000,Dallas,TX,75254-2946,5705 MANMAR WAY,SACRAMENTO,CA,95823
FEDERAL NATL MTG ASSN,,14221 Dallas Pkwy Ste 1000,Dallas,TX,75254-2946,601 ALAMOS AVE,SACRAMENTO,CA,95815
FEDERAL NATL MTG ASSN,,PO Box 650043,Dallas,TX,75265-0043,6842 BURDETT WAY,SACRAMENTO,CA,95823
FEDERAL NATL MTG ASSN,,PO Box 650043,Dallas,TX,75265-0043,6902 8TH ST,RIO LINDA,CA,95673
Felix & Ester Vargas Trust,,110 Allaire Cir,Sacramento,CA,95835-2418,110 Allaire Cir,Sacramento,CA,95835
Felix & Ester Vargas Trust,,110 Allaire Cir,Sacramento,CA,95835-2418,130 Battlecreek Cir,Sacramento,CA,95835
"FERNANDO,THOMAS & FERNANDO CHRISTINE FAMILY TRUST",,1516 Kingsford Dr,Carmichael,CA,95608-5967,4425 77TH ST,SACRAMENTO,CA,95820
"FERNANDO,THOMAS & FERNANDO CHRISTINE FAMILY TRUST",,1516 Kingsford Dr,Carmichael,CA,95608-5967,4841 BRADFORD DR,SACRAMENTO,CA,95820
"FERNANDO,THOMAS & FERNANDO CHRISTINE FAMILY TRUST",,1516 Kingsford Dr,Carmichael,CA,95608-5967,7840 MARIN AVE,SACRAMENTO,CA,95820
FIFTY 5,,917 Flatiron Ln,Rocklin,CA,95765-5460,3660 LOWRY DR,NORTH HIGHLANDS,CA,95660
FIFTY 5 LIMITED PARTNERSHIP,,917 Flatiron Ln,Rocklin,CA,95765-5460,3915 ELM ST,SACRAMENTO,CA,95838
FIFTY 5 LIMITED PARTNERSHIP,,917 Flatiron Ln,Rocklin,CA,95765-5460,5210 37TH AVE,SACRAMENTO,CA,95824
FIFTY 5 LIMITED PARTNERSHIP,,917 Flatiron Ln,Rocklin,CA,95765-5460,60 FORD RD,SACRAMENTO,CA,95838
FIFTY5,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,1675 GLENROSE AVE,SACRAMENTO,CA,95815
FIFTY5,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,2319 66TH AVE,SACRAMENTO,CA,95822
FIFTY5,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,3721 PINELL ST,SACRAMENTO,CA,95838
FIFTY5,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,604 MORRISON AVE,SACRAMENTO,CA,95838
FIFTY5,,917 Flatiron Ln,Rocklin,CA,95765-5460,4024 DAVID DR,NORTH HIGHLANDS,CA,95660
FIFTY5,,917 Flatiron Ln,Rocklin,CA,95765-5460,6200 39TH ST,SACRAMENTO,CA,95824
FIFTY5 LIMITED PARTNERSHIP,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,223 NIMITZ ST,SACRAMENTO,CA,95838
FIFTY5 LIMITED PARTNERSHIP,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,290 JESSIE AVE,SACRAMENTO,CA,95838
FIFTY5 LIMITED PARTNERSHIP,,4200 Rocklin Rd Ste 1,Rocklin,CA,95677-2860,3821 IVY ST,SACRAMENTO,CA,95838
